"CFTR"
"CAB39"
"COX5B"
"REV1"
"MRPS9"
"C2orf49"
"USP44"
"PLXNC1"
"APPL2"
"MED4"
"COG3"
"IGF2BP3"
"IL6"
"BZW2"
"HUS1"
"TTYH3"
"IREB2"
"CALCOCO2"
"SRSF1"
"BRIP1"
"KAT7"
"NDUFB5"
"TANK"
"SKIL"
"KCTD3"
"IL1RN"
"KIAA0368"
"DAB2IP"
"RGS3"
"GABBR2"
"PSMB7"
"RPL35"
"CTSV"
"ARPC5L"
"DERL1"
"NOV"
"CCL21"
"DCTN3"
"KLC4"
"HIST1H2AB"
"GCM1"
"RIPK1"
"TUBB2B"
"TLR2"
"MRPL15"
"TGS1"
"SDCBP"
"USP2"
"SORL1"
"BUD13"
"FDX1"
"ARHGAP20"
"THBS1"
"KIF23"
"HAUS2"
"ITPKA"
"PLCB2"
"PAK6"
"RSL24D1"
"LRPPRC"
"EXOC6"
"PLCE1"
"TOPBP1"
"BARD1"
"MSTN"
"SSB"
"IDH1"
"WDR12"
"ABI2"
"ITGAV"
"COX17"
"ATF7IP"
"ATP2B1"
"NAP1L1"
"ASUN"
"SYT1"
"PPP1R12A"
"IRAK3"
"MNAT1"
"CCND2"
"RAB21"
"LYZ"
"PSMC1"
"PEBP1"
"LRP6"
"LMNB1"
"SNCAIP"
"NUP133"
"VWF"
"HEXB"
"UBE2K"
"CASQ2"
"PPP2R5A"
"TRAF5"
"PSMA6"
"USP22"
"MSMO1"
"SNW1"
"MIB1"
"IPO5"
"PALB2"
"NDC80"
"THOC1"
"USP14"
"SLC7A5"
"CYBA"
"ARL1"
"UTP20"
"TNFRSF13B"
"KPNA3"
"CAB39L"
"MPP5"
"CDK2AP1"
"SCARB1"
"C14orf166"
"UTP6"
"PSMD11"
"TAOK1"
"BTBD1"
"ANKRD13A"
"TRPV4"
"FAH"
"CDH1"
"AARS"
"VAC14"
"PDGFRB"
"CYSTM1"
"PFDN1"
"ANAPC5"
"GNB5"
"MAPK6"
"EIF3J"
"TIPIN"
"TRIP4"
"RAB11A"
"CCNT1"
"SEMA7A"
"FLT4"
"FAF2"
"CNOT6"
"TUBGCP3"
"RBM25"
"RPS6KA5"
"SERPINA10"
"SPAG9"
"ENSP00000262017"
"MARS"
"ATP5B"
"RBMS2"
"PTGES3"
"PIK3C3"
"EIF4B"
"COPZ1"
"NUP153"
"MCM4"
"RBL2"
"SMAD7"
"SMAD2"
"DNAJB6"
"KCNH2"
"RHEB"
"SMARCD3"
"KMT2C"
"PSMB1"
"TMED2"
"YY1"
"PIH1D1"
"MYH14"
"PKMYT1"
"NUBP2"
"PKD1"
"RAB11FIP3"
"TCEB2"
"CHTF18"
"TELO2"
"AXIN1"
"CREBBP"
"MGRN1"
"N4BP1"
"WSB1"
"TRAF4"
"ITGA2B"
"SLC4A1"
"KANSL1"
"MAP2K4"
"GINS1"
"SLC12A2"
"RABEP1"
"RNF167"
"GNAO1"
"CSNK2A2"
"SRCAP"
"SETD1A"
"SPTLC1"
"RPL8"
"SLC9A3R1"
"HPN"
"TYROBP"
"VAMP7"
"CCNE1"
"RAB2A"
"CBFA2T2"
"CDKN2C"
"TOX4"
"ACIN1"
"PHLPP1"
"PPARA"
"PIK3R3"
"PRDX1"
"TIMP2"
"LGALS3BP"
"UPF1"
"COPE"
"TRPC5"
"MID2"
"RRAGB"
"HUWE1"
"SLA2"
"XRCC1"
"KCNN4"
"MARK4"
"HACE1"
"E2F3"
"ARPC1A"
"MAP2K2"
"TCF3"
"PIAS4"
"CSE1L"
"ZNF330"
"GAB1"
"MAPK3"
"EEF2K"
"SYTL4"
"OPTN"
"MAP3K8"
"DPH1"
"PLD2"
"CNN2"
"CABIN1"
"SMARCB1"
"PRKCQ"
"CAPZA1"
"UFD1L"
"MED15"
"HIRA"
"DGCR8"
"ACTR3"
"DDX18"
"PACSIN2"
"EP300"
"AP2S1"
"LIG1"
"POLR1B"
"IL1A"
"IL1B"
"TCF25"
"NAPA"
"EED"
"BRD4"
"WIZ"
"ASF1B"
"FAM32A"
"NOTCH3"
"MED26"
"LIFR"
"C6"
"PPP1R12C"
"BIRC3"
"VPS26A"
"APLP2"
"CDON"
"DCPS"
"ELANE"
"ACVR1"
"IFIH1"
"CD81"
"PNO1"
"SPCS2"
"POLD3"
"SELP"
"SNRNP40"
"DNAJC8"
"EPAS1"
"SGOL1"
"KAT2B"
"NDUFS3"
"LRP2"
"AKT3"
"OSBP"
"IL7"
"POLR1A"
"VAMP8"
"RND3"
"STAM2"
"GRB14"
"STRN"
"CHIC2"
"KDR"
"LNX1"
"TNFRSF8"
"GTF3C3"
"USP13"
"PIK3CA"
"MFN1"
"TAF12"
"SLC9A1"
"LCAT"
"CTCF"
"CDH3"
"DDX6"
"PVRL1"
"ARCN1"
"CBL"
"TUBB4A"
"FCER2"
"HAT1"
"ATF2"
"CBLB"
"GPSM2"
"MCM6"
"CCNT2"
"ZRANB3"
"DARS"
"AGPS"
"ORC4"
"KYNU"
"NID1"
"CYTIP"
"MUL1"
"CAPZB"
"NMU"
"CD80"
"LXN"
"NOP58"
"SLAIN2"
"YWHAE"
"HERC3"
"COPS4"
"CUL3"
"GUCY1B3"
"RAPGEF2"
"MXD1"
"CSTA"
"IL21"
"FGF2"
"RBBP5"
"UBE2S"
"SHC2"
"BMPR1B"
"MLPH"
"HDAC4"
"CP"
"THRA"
"PSMD3"
"CASC3"
"ATP6V0A1"
"STAT3"
"FGF10"
"NSUN2"
"MECOM"
"KLKB1"
"POMC"
"DNMT3A"
"PPM1G"
"GCKR"
"GTF3C2"
"TP63"
"TYK2"
"ICAM1"
"KLF1"
"PPARGC1A"
"NUP54"
"SEPT11"
"ANXA3"
"RAD18"
"SDHA"
"PDCD6"
"ZAP70"
"CDV3"
"MRPL3"
"KNG1"
"DNAJB11"
"ERCC8"
"MCM2"
"RAB7A"
"ZFR"
"SUB1"
"NPR3"
"MSH3"
"FBXW11"
"THOC3"
"TARS"
"AMBP"
"ARRDC3"
"CENPE"
"CASP6"
"LEF1"
"EGF"
"SEC24B"
"PAIP2"
"IQCG"
"RBM27"
"VDAC1"
"RAD50"
"UBE2B"
"AFF4"
"MED20"
"XPO5"
"SRF"
"NRP1"
"TNPO3"
"STAP1"
"POLB"
"WWP1"
"NBN"
"ANXA11"
"POLA2"
"USP4"
"PTPN23"
"PRKAR2A"
"EXOSC7"
"SCAP"
"MCCC1"
"CPT1A"
"FBXO3"
"TCIRG1"
"ANK1"
"KAT6A"
"PRKAR2B"
"ABCB1"
"DBF4"
"SRI"
"CDK6"
"SMARCA2"
"ACAT1"
"ADAP1"
"PMS2"
"MAD1L1"
"HNRNPH3"
"SQLE"
"BRINP1"
"MAPKAP1"
"GTF2H1"
"IDE"
"BTAF1"
"DAXX"
"GID8"
"PRPF6"
"TIMP3"
"FBXO7"
"EIF2B2"
"CACNA1C"
"GABARAPL1"
"ARNTL2"
"ZCRB1"
"NDUFA9"
"CD27"
"TMEM19"
"LGR5"
"TMPO"
"SNRPF"
"CDK2"
"TARBP2"
"DHH"
"NABP2"
"SMARCC2"
"ITGB7"
"ERBB3"
"ESYT1"
"RB1"
"SETD1B"
"VPS33A"
"VPS37B"
"TINF2"
"FANCM"
"RDH12"
"STON2"
"JDP2"
"FGF7"
"BNIP2"
"SRP14"
"TTBK2"
"WDR61"
"MAN2C1"
"TPM1"
"IGF1R"
"CYP11A1"
"BBS4"
"PML"
"HEXA"
"POLG"
"IQGAP1"
"SEC11A"
"ITGAX"
"UQCRC2"
"DHX38"
"MAP1LC3B"
"IRF8"
"NDUFB10"
"CBFA2T3"
"SPG7"
"MED9"
"NCOR1"
"COPS3"
"TOB1"
"CLTC"
"CDH2"
"NPC1"
"MYH10"
"ARRB2"
"TP53"
"ARHGDIA"
"EIF4A3"
"CBX4"
"ERBB2"
"KRT10"
"IGFBP4"
"TXNL4A"
"PFKL"
"SH3GL1"
"BCKDHA"
"SMG9"
"IFNAR1"
"SOD1"
"DNMT3L"
"AKT1"
"DMWD"
"SAE1"
"GEMIN7"
"CBLC"
"SLC6A3"
"TIMM44"
"PSMB6"
"RPS11"
"PGD"
"IL22RA1"
"PLK4"
"ENSP00000271015"
"CTTNBP2NL"
"PSMA5"
"FCGR2A"
"NUF2"
"PRCC"
"MEF2D"
"HMCN1"
"CGN"
"S100A11"
"SETDB1"
"PI4KB"
"ARF1"
"LBR"
"REN"
"OSR1"
"PDIA6"
"CALM2"
"RPS27A"
"SNRPG"
"MEIS1"
"MRPS5"
"TPRKB"
"RTKN"
"RALB"
"TMEM177"
"SLC20A1"
"UBXN4"
"POLR2D"
"TMEFF2"
"UBE2F"
"COPS7B"
"RAB5A"
"RQCD1"
"DYNC1LI1"
"ARL6IP5"
"LRIG1"
"ATP6V1A"
"AGTR1"
"RNF7"
"TRPC1"
"ISY1"
"FTH1"
"EIF2B5"
"DGKQ"
"CENPC"
"EPHA5"
"CCNA2"
"SETD7"
"NDUFS6"
"MARCH6"
"RPL37"
"SKP2"
"PELO"
"PIK3R1"
"IQGAP2"
"RASA1"
"COMMD10"
"TIMD4"
"NHP2"
"GFRA3"
"HIST1H2BA"
"NFKBIE"
"SHPRH"
"EGFR"
"CDCA5"
"IGFBP1"
"CCT6A"
"TLK2"
"EPHA1"
"NDUFB11"
"TAF1"
"NONO"
"UPF3B"
"DLC1"
"ATP6V1B2"
"DOK2"
"TNFRSF10B"
"ERLIN2"
"GINS4"
"CRH"
"MRPS28"
"LACTB2"
"TERF1"
"NDUFB9"
"UHRF2"
"CDKN2B"
"IFNA1"
"NTRK2"
"NOTCH1"
"NRBF2"
"GLUD1"
"LIN7C"
"LRRC4C"
"SSRP1"
"PAK1"
"NPAT"
"ATM"
"AASDHPPT"
"LAMTOR1"
"ST14"
"MTA2"
"FADS2"
"TAGLN"
"COMMD7"
"PIGT"
"CABLES2"
"AIP"
"MRPL49"
"CAPN1"
"CDC42EP2"
"PPP4C"
"HIRIP3"
"MMP10"
"SIRPB1"
"DUSP6"
"ENSP00000279593"
"PDCD4"
"VEGFC"
"CCT5"
"DOCK1"
"DLAT"
"SEC24D"
"DENR"
"SLC7A11"
"DCP1B"
"NGLY1"
"NDUFC2"
"MYCN"
"CDC123"
"EPS8"
"VPS26B"
"ASAP2"
"SLC25A4"
"BICD1"
"TJP1"
"FBXO4"
"FBXW7"
"EPHA4"
"FARSB"
"TNFSF4"
"MZT2B"
"HSPB8"
"GEMIN6"
"ZC3H13"
"ATP5A1"
"HAUS1"
"SPC25"
"PDK1"
"CRYGC"
"ATG10"
"USP12"
"FLT1"
"PPM1B"
"YAP1"
"GJA1"
"CCNO"
"ITGA1"
"FAM21A"
"A1CF"
"MED21"
"SMARCA5"
"HNRNPU"
"RANBP2"
"PTPRR"
"SCN2A"
"ATG3"
"CD8A"
"TUBGCP5"
"ATP8B1"
"GTF2E1"
"CFDP1"
"TRIP12"
"GRAP"
"THY1"
"UBASH3B"
"FAM105B"
"TOMM70A"
"UCHL1"
"NEIL2"
"WNT3A"
"SORBS2"
"TCEB1"
"LY96"
"RABGEF1"
"APP"
"XPC"
"MYO5B"
"ACAA2"
"SKA1"
"CA2"
"ERCC3"
"OTUD6B"
"USP25"
"NIFK"
"CNOT8"
"GRIA1"
"AKR1B1"
"NUP205"
"BANP"
"PPIL3"
"CASP10"
"DEPTOR"
"CSF1R"
"MED7"
"TAB2"
"ATP1B3"
"SMC2"
"GNAQ"
"BATF"
"CCT8"
"BACH1"
"TIAM1"
"SCAF4"
"UQCRB"
"RPL30"
"UBE2L6"
"AIFM1"
"BUB1B"
"PDE6D"
"FANCD2"
"NOMO1"
"ZFYVE9"
"PPARG"
"PRKAG2"
"HMGCR"
"THTPA"
"DDX19B"
"IL34"
"KIT"
"RNF111"
"APPL1"
"TAB3"
"BRAF"
"PEX10"
"SMAD6"
"MRPL17"
"NCK1"
"FANCC"
"MRAS"
"PIK3CB"
"ACTR1B"
"HIST1H2BD"
"HIST1H4H"
"SPATA2"
"NCF1"
"ENSP00000289779"
"USP21"
"FCER1G"
"RAP1GAP"
"CELA3A"
"KPNB1"
"MRPL10"
"OGFR"
"ATP5O"
"IGF2BP1"
"ACTC1"
"SIM2"
"RFX5"
"PSMB4"
"BTG2"
"AMFR"
"UBR1"
"MED8"
"NAE1"
"ACE"
"CTBP1"
"ATP6V0D1"
"AGRP"
"ZFYVE28"
"PIP"
"TNFRSF13C"
"PTGIR"
"SSU72"
"TFF1"
"U2AF1"
"CRYAA"
"PDXK"
"PWP2"
"MCM3AP"
"S100B"
"MED27"
"SAFB"
"S100A1"
"CCR2"
"CCR5"
"CCDC12"
"RNF126"
"AZGP1"
"FGFR4"
"ATP5J2"
"CPSF4"
"LRRC14"
"MAML1"
"POLR2J"
"LRWD1"
"PSMC2"
"DCUN1D1"
"AP2M1"
"FBXO17"
"UNK"
"CYGB"
"CCL5"
"BAX"
"KRT8"
"STAT5B"
"PSME3"
"ITGA5"
"RAVER1"
"MED11"
"ENSP00000293813"
"EIF4A1"
"RPL26"
"POLR3K"
"SLX4"
"CLPB"
"GNG3"
"UBXN1"
"TAF6L"
"NXF1"
"STX5"
"RPL29"
"LRP5"
"TAL1"
"USP24"
"LAPTM5"
"AGL"
"ZNF281"
"NCSTN"
"RBMS1"
"HAAO"
"CAPN2"
"REL"
"PEX13"
"SPRTN"
"DPY30"
"KCNJ3"
"CCDC104"
"ACTG2"
"KCNIP3"
"TGFA"
"NPPC"
"HNRNPDL"
"ATP1A1"
"MITF"
"LRRC58"
"ARPC2"
"CCT3"
"RNF25"
"STK36"
"IHH"
"KIAA1524"
"CHCHD4"
"STT3B"
"PRKCI"
"EIF5A2"
"CDS1"
"WDFY3"
"ALB"
"THOC7"
"PSMD6"
"CCNL1"
"SLMAP"
"RPP14"
"SYN1"
"MRPL33"
"PPP1CB"
"CDCP1"
"FYCO1"
"CCR1"
"ITGB5"
"POLR2H"
"RPN1"
"SENP2"
"RFC4"
"UBXN7"
"KIAA0226"
"S100P"
"ADH5"
"H2AFZ"
"PLXNB1"
"APEH"
"HSPA4L"
"MST1R"
"WDR82"
"SAP30"
"MAD2L1"
"ANXA5"
"GUCY1A3"
"NAA15"
"IL15"
"HHIP"
"ABCE1"
"LSM6"
"ITGA2"
"RPS23"
"NDUFS4"
"TCERG1"
"MAP1B"
"ANKRA2"
"UBLCP1"
"TLR3"
"RAPGEF6"
"IL3"
"CSF2"
"NPM1"
"HIST1H2AA"
"CYTH3"
"TRA2A"
"COG5"
"SLU7"
"HSPA9"
"FABP5"
"SHH"
"PGAM2"
"LMTK2"
"RGS20"
"RAD21"
"MED30"
"TNFRSF11B"
"ORC5"
"HEATR2"
"NOS3"
"TMUB1"
"COX6C"
"DCAF13"
"KIAA1429"
"TMEM65"
"KDM1B"
"ANKS6"
"WRN"
"CFL2"
"INPPL1"
"RPL10L"
"LRR1"
"NEMF"
"ARF6"
"RPUSD4"
"TRIM9"
"FAM175B"
"SNAPC4"
"TSC1"
"HPRT1"
"WAPAL"
"TRIM13"
"PSMC3"
"CPSF2"
"LRRK2"
"ELP4"
"VPS35"
"IKBIP"
"HIF1AN"
"NDUFB8"
"CKB"
"POLL"
"ENSP00000299218"
"COPS2"
"FRS2"
"CCT2"
"TAZ"
"ANAPC16"
"APBB1"
"ILK"
"TAF10"
"RAG1"
"IDH3A"
"CTDP1"
"LEO1"
"RRAD"
"MC4R"
"HSP90B1"
"POLR3E"
"MMP3"
"COG1"
"ZNF592"
"PPIB"
"FAM96A"
"KIAA0101"
"PLIN1"
"SCNN1G"
"TERF2IP"
"PLK1"
"CACNG2"
"CLPX"
"CHP2"
"STAT6"
"PATL1"
"MRPL16"
"YWHAB"
"TSC22D4"
"PDIA3"
"NUDT21"
"RUNX1"
"TPX2"
"GNGT2"
"PHB"
"SNRPD1"
"LRSAM1"
"CRK"
"NOD2"
