"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"WNT4_FZD2_LRP6","WNT","Wnt4","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd2+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd2, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT4_FZD3_LRP6","WNT","Wnt4","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd3+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd3, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT4_FZD4_LRP6","WNT","Wnt4","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd4+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd4, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT4_FZD5_LRP6","WNT","Wnt4","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd5+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd5, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT4_FZD6_LRP6","WNT","Wnt4","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd6+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd6, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT4_FZD7_LRP6","WNT","Wnt4","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd7+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd7, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT4_FZD8_LRP6","WNT","Wnt4","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd8+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd8, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT4_FZD9_LRP6","WNT","Wnt4","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt4  - (Fzd9+Lrp6)",FALSE,"Wnt4","Wnt","Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Glycoprotein","wnt family",FALSE,"Fzd9, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT6_FZD1_LRP6","WNT","Wnt6","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd1+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd1, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD10_LRP6","WNT","Wnt6","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd10+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd10, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD2_LRP6","WNT","Wnt6","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd2+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd2, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD3_LRP6","WNT","Wnt6","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd3+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd3, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD4_LRP6","WNT","Wnt6","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd4+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd4, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD5_LRP6","WNT","Wnt6","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd5+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd5, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD6_LRP6","WNT","Wnt6","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd6+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd6, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT6_FZD7_LRP6","WNT","Wnt6","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd7+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd7, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT6_FZD8_LRP6","WNT","Wnt6","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd8+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd8, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT6_FZD9_LRP6","WNT","Wnt6","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd9+Lrp6)",FALSE,"Wnt6","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd9, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","Frizzled;GPCR, LDLR;Other_receptors","","",TRUE,"CellChatDB v1"
"WNT7B_FZD1_LRP6","WNT","Wnt7b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd1+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd1, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD10_LRP6","WNT","Wnt7b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd10+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd10, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD2_LRP6","WNT","Wnt7b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd2+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd2, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD3_LRP6","WNT","Wnt7b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd3+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd3, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD4_LRP6","WNT","Wnt7b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd4+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd4, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
"WNT7B_FZD5_LRP6","WNT","Wnt7b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd5+Lrp6)",FALSE,"Wnt7b","Wnt","Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein","wnt family",FALSE,"Fzd5, Lrp6","G-protein coupled receptor Fz/Smo, LDLR","Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate","Receptors","LDLR;Other_receptors, Frizzled;GPCR","","",TRUE,"CellChatDB v1"
