"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"ANGPTL4_SDC4","ANGPTL","Angptl4","Sdc4","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc4",FALSE,"Angptl4","","Extracellular matrix, Secreted, Extracellular space","Coiled coil, Signal, Reference proteome, Extracellular matrix, Disulfide bond, Secreted, Lipid metabolism, Direct protein sequencing, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein","",,"Sdc4","Syndecan proteoglycan","Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein","","","Adhesion receptor","",,"CellChatDB v1"
"ANGPT1_TEK","ANGPT","Angpt1","Tek","","","","ANGPT inhibition receptor 1","PMID: 20651738","Secreted Signaling","Angpt1  - Tek",FALSE,"Angpt1","","Secreted","Disease variant, Coiled coil, Signal, Developmental protein, Reference proteome, Disulfide bond, Secreted, Differentiation, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein","secreted",FALSE,"Tek","Protein kinase superfamily, Tyr protein kinase","Focal adhesion, Secreted, Cytoplasm, Cell membrane, Cytoskeleton, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Glaucoma, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, EGF-like domain, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cytoskeleton, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;Other","","secreted",TRUE,"CellChatDB v1"
"ANGPT2_TEK","ANGPT","Angpt2","Tek","","","","ANGPT inhibition receptor 1","PMID: 20651738","Secreted Signaling","Angpt2  - Tek",FALSE,"Angpt2","","Secreted","Disease variant, Coiled coil, Signal, Developmental protein, Reference proteome, Metal-binding, Disulfide bond, Secreted, Differentiation, Calcium, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein","secreted",FALSE,"Tek","Protein kinase superfamily, Tyr protein kinase","Focal adhesion, Secreted, Cytoplasm, Cell membrane, Cytoskeleton, Cell junction","Membrane, Secreted, Disulfide bond, Kinase, Transmembrane, ATP-binding, Receptor, Glaucoma, Cytoplasm, Alternative splicing, Tyrosine-protein kinase, Repeat, EGF-like domain, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cytoskeleton, Angiogenesis, 3D-structure, Cell junction, Nucleotide-binding, Ubl conjugation","Receptors","Kinase;Other","","secreted",TRUE,"CellChatDB v1"
"ANGPT2_ITGA5_ITGB1","ANGPT","Angpt2","ITGA5_ITGB1","","","","ANGPT inhibition receptor 2","PMID: 20651738; PMID: 25635707","Secreted Signaling","Angpt2  - (Itga5+Itgb1)",TRUE,"Angpt2","","Secreted","Disease variant, Coiled coil, Signal, Developmental protein, Reference proteome, Metal-binding, Disulfide bond, Secreted, Differentiation, Calcium, Angiogenesis, Alternative splicing, 3D-structure, Glycoprotein","secreted",FALSE,"Itga5, Itgb1","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell surface, Membrane, Cell junction, Ruffle membrane, Melanosome, Ruffle, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Endosome, Magnesium, Alternative splicing, Cell projection, Cell membrane, Acetylation, Isopeptide bond, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"MDK_SDC2","MK","Mdk","Sdc2","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc2",FALSE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Sdc2","Syndecan proteoglycan","Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Differentiation, Heparan sulfate, Transmembrane, Neurogenesis, 3D-structure, Proteoglycan, Glycoprotein","Receptors","Other_receptors;Syndecan","Adhesion receptor","secreted",TRUE,"CellChatDB v1"
"MDK_SDC4","MK","Mdk","Sdc4","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc4",FALSE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Sdc4","Syndecan proteoglycan","Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein","","","Adhesion receptor","",,"CellChatDB v1"
"MDK_PTPRZ1","MK","Mdk","Ptprz1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Ptprz1",FALSE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Ptprz1","Protein-tyrosine phosphatase","Cell membrane, Secreted","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Signal, Hydrolase, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Proteoglycan, Repeat","Receptors","Other_receptors;ReceptorTypePhosphatases","","secreted",TRUE,"CellChatDB v1"
"MDK_ITGA4_ITGB1","MK","Mdk","ITGA4_ITGB1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - (Itga4+Itgb1)",TRUE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Itga4, Itgb1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Cell projection, Cell membrane, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"MDK_LRP1","MK","Mdk","Lrp1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Lrp1",FALSE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Lrp1","LDLR","Cytoplasm, Membrane, Nucleus, Cell membrane, Coated pit","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Receptor, Cytoplasm, Alternative splicing, EGF-like domain, Glycoprotein, Disease variant, Endocytosis, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Cytoskeleton, Golgi apparatus, Coated pit, 3D-structure, Acetylation, Repeat","Receptors","LDLR;Other_receptors","Adhesion receptor","",,"CellChatDB v1"
"MDK_NCL","MK","Mdk","Ncl","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Ncl",FALSE,"Mdk","Pleiotrophin","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Mitogen, Growth factor, Direct protein sequencing, Alternative splicing, 3D-structure, Heparin-binding","growth factor",FALSE,"Ncl","","Cytoplasm, Nucleus, Nucleolus","Ubl conjugation, RNA-binding, Reference proteome, DNA-binding, Nucleus, Phosphoprotein, Direct protein sequencing, Cytoplasm, Isopeptide bond, 3D-structure, Methylation, Acetylation, Repeat","","","","",,"CellChatDB v1"
"PTN_PTPRZ1","PTN","Ptn","Ptprz1","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Ptprz1",FALSE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Ptprz1","Protein-tyrosine phosphatase","Cell membrane, Secreted","Membrane, Disulfide bond, Secreted, Transmembrane, Alternative splicing, Glycoprotein, Signal, Hydrolase, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Protein phosphatase, 3D-structure, Proteoglycan, Repeat","Receptors","Other_receptors;ReceptorTypePhosphatases","","secreted",TRUE,"CellChatDB v1"
"PTN_SDC2","PTN","Ptn","Sdc2","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Sdc2",FALSE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Sdc2","Syndecan proteoglycan","Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Differentiation, Heparan sulfate, Transmembrane, Neurogenesis, 3D-structure, Proteoglycan, Glycoprotein","Receptors","Other_receptors;Syndecan","Adhesion receptor","secreted",TRUE,"CellChatDB v1"
"PTN_SDC3","PTN","Ptn","Sdc3","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Sdc3",FALSE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Sdc3","Syndecan proteoglycan","Cell membrane","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Heparan sulfate, Proteoglycan, Glycoprotein","","","","",,"CellChatDB v1"
"PTN_SDC4","PTN","Ptn","Sdc4","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Sdc4",FALSE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Sdc4","Syndecan proteoglycan","Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein","","","Adhesion receptor","",,"CellChatDB v1"
"PTN_ITGAV_ITGB3","PTN","Ptn","ITGAV_ITGB3","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - (Itgav+Itgb3)",TRUE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Itgav, Itgb3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
"PTN_NCL","PTN","Ptn","Ncl","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Ncl",FALSE,"Ptn","Pleiotrophin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Mitogen, Growth factor, Direct protein sequencing, 3D-structure, Heparin-binding","growth factor",FALSE,"Ncl","","Cytoplasm, Nucleus, Nucleolus","Ubl conjugation, RNA-binding, Reference proteome, DNA-binding, Nucleus, Phosphoprotein, Direct protein sequencing, Cytoplasm, Isopeptide bond, 3D-structure, Methylation, Acetylation, Repeat","","","","",,"CellChatDB v1"
"POSTN_ITGAV_ITGB3","PERIOSTIN","Postn","ITGAV_ITGB3","","","","","PMID: 26721738","Secreted Signaling","Postn  - (Itgav+Itgb3)",TRUE,"Postn","","Extracellular matrix, Golgi apparatus, Secreted, Extracellular space","Signal, Reference proteome, Disulfide bond, Extracellular matrix, Secreted, Gamma-carboxyglutamic acid, Golgi apparatus, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Heparin-binding, Glycoprotein","",,"Itgav, Itgb3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse","Receptors","Integrin;Other_receptors","Adhesion receptor","",TRUE,"CellChatDB v1"
