"","MGI.symbol","Symbol"
"8696","Otud7a","si:dkey-37f18.2"
"8697","Themis2","themis2"
"8698","Zfp541","znf541"
"8699","Hspa2","hsp70.3"
"8700","Hspa2","hsp70.2"
"8701","Hspa2","hsp70.1"
"8702","Asah1","asah1b"
"8703","Saal1","saal1"
"8704","AU018091","si:ch73-352p4.8"
"8705","Rsph9","rsph9"
"8706","Dmrta2","dmrta2"
"8707","Pnkp","pnkp"
"8708","Yy1","yy1a"
"8709","Msh2","msh2"
"8710","Ddit4","ddit4"
"8711","Ptprk","ptprk"
"8712","Pls1","pls1"
"8713","Trdn","si:ch211-266g18.10"
"8714","Slc26a2","slc26a2"
"8715","Inpp1","si:ch211-160o17.2"
"8716","Rab11fip4","rab11fip4b"
"8717","Slc6a6","slc6a6a"
"8718","Tmem209","tmem209"
"8719","Luc7l2","zgc:158803"
"8720","Elob","elob"
"8721","Spc24","spc24"
"8722","Oprd1","oprd1b"
"8723","Adam28","adam28"
"8724","Nup88","nup88"
"8725","Hes7","her11"
"8726","Rab5a","rab5aa"
"8727","Enpp4","enpp4"
"8728","Cabp1","cabp1a"
"8729","Amt","amt"
"8730","Oma1","oma1"
"8731","Rpl10-ps3","rpl10"
"8732","Irf2","irf2a"
"8733","Yif1b","yif1b"
"8734","Pagr1a","pagr1"
"8735","Zfp385c","znf385c"
"8736","Slc1a3","slc1a3b"
"8737","Figla","figla"
"8738","Prcp","prcp"
"8739","Kcng3","kcng3"
"8740","AU021092","si:ch211-76l23.7"
"8741","Grap","grapa"
"8742","Fkbp8","fkbp8"
"8743","Scamp5","scamp5b"
"8744","Riok2","riok2"
"8745","Tmem205","tmem205"
"8746","Pcdh9","pcdh9"
"8747","Liph","lipia"
"8748","Slc31a2","slc31a2"
"8749","Ap2m1","ap2m1a"
"8750","Krr1","krr1"
"8751","Lratd2","lratd2"
"8752","Ptpn23","ptpn23a"
"8753","Cited4","cited4a"
"8754","Add3","add3b"
"8755","Taok3","taok3a"
"8756","Taok3","taok3b"
"8757","Mob1b","mob1ba"
"8758","Mak16","mak16"
"8759","Rnf150","rnf150a"
"8760","Rnf150","rnf150b"
"8761","Sfpq","sfpq"
"8762","Tmem70","tmem70"
"8763","Sh3glb1","sh3glb1b"
"8764","Rgs21","si:ch211-196h16.12"
"8765","Nupl1","nup58"
"8766","Pard3","pard3ab"
"8767","Mettl26","mettl26"
"8768","Morn5","morn5"
"8769","Irf2bp2","irf2bp2b"
"8770","Col9a1","col9a1b"
"8771","Col9a1","col9a1a"
"8772","Ado","adob"
"8773","Tmem125","tmem125b"
"8774","Spsb3","spsb3a"
"8775","Ndufs1","ndufs1"
"8776","Galntl6","si:ch211-15e22.3"
"8777","Cnmd","cnmd"
"8778","Sytl4","sytl4"
"8779","Psma5","psma5"
"8780","Arrdc3","arrdc3a"
"8781","Arrdc3","arrdc3b"
"8782","Car10","ca10a"
"8783","Vezt","vezt"
"8784","Sumf1","sumf1"
"8785","Cdc42ep1","cdc42ep1a"
"8786","Itgb6","itgb6"
"8787","Dpysl5","dpysl5b"
"8788","Med9","si:ch73-105m5.1"
"8789","Pabpc1l","pabpc1l"
"8790","Arsa","arsa"
"8791","Hes1","her6"
"8792","Col11a1","col11a1a"
"8793","Map7d1","map7d1b"
"8794","Nkx2-2","nkx2.2b"
"8795","Tln2","tln2b"
"8796","Gmppa","gmppab"
"8797","Dysf","dysf"
"8798","Tor3a","tor3a"
"8799","Mlh3","mlh3"
"8800","Tab2","tab2"
"8801","Vwc2l","vwc2l"
"8802","Stat3","stat3"
"8803","Adgrv1","adgrv1"
"8804","Ppfia4","ppfia4"
"8805","Rragc","rragcb"
"8806","Dcp2","dcp2"
"8807","Supt5","supt5h"
"8808","Gpat3","agpat9l"
"8809","Neurog3","neurog3"
"8810","Slc25a17","slc25a17"
"8811","Hspa14","hspa14"
"8812","Pnkd","pnkd"
"8813","Dmac2","si:ch1073-228b5.2"
"8814","Cd109","cd109"
"8815","Ocrl","ocrl"
"8816","Pcbd1","pcbd1"
"8817","Ifrd2","ifrd2"
"8818","Klhl30","klhl30"
"8819","Fgf6","fgf6a"
"8820","Tmem165","tmem165"
"8821","Nbeal1","nbeal1"
"8822","Palm","palm1a"
"8823","Zfp326","znf326"
"8824","Fam72a","zgc:101564"
"8825","Poglut2","poglut2"
"8826","Tdrp","si:ch211-225h24.2"
"8827","Lrrc58","lrrc58b"
"8828","Ngef","ngef"
"8829","Cd2","si:dkey-11f4.20"
"8830","Atg4c","atg4c"
"8831","Rad54l","rad54l"
"8832","Nog","nog1"
"8833","Gad1","gad1b"
"8834","Gad1","gad1a"
"8835","Mettl25","mettl25"
"8836","Apc2","apc2"
"8837","Fam118b","fam118b"
"8838","Cdc42ep5","cdc42ep5"
"8839","Mier1","mier1b"
"8840","Dnlz","dnlz"
"8841","Sycp1","sycp1"
"8842","Tbce","tbce"
"8843","Ift57","ift57"
"8844","Zdhhc9","zdhhc9"
"8845","Ipo4","ipo4"
"8846","Pdcd6","pdcd6"
"8847","AW549877","si:dkey-46a10.3"
"8848","Rnf122","si:ch1073-392o20.1"
"8849","Tatdn2","tatdn2"
"8850","P2ry2","p2ry2.1"
"8851","P2ry2","p2ry2.2"
"8852","P2ry2","p2ry2.3"
"8853","Ckm","ckmb"
"8854","Ckm","ckma"
"8855","Sv2c","sv2ca"
"8856","Fgf18","fgf18a"
"8857","Fgf18","fgf18b"
"8858","Tmed3","tmed3"
"8859","Ap5b1","ap5b1"
"8860","Supt7l","supt7l"
"8861","Asb10","asb10"
"8862","Map3k8","map3k8"
"8863","Phf19","phf19"
"8864","Ppwd1","ppwd1"
"8865","Abi1","abi1a"
"8866","Abi1","abi1b"
"8867","Psd","psda"
"8868","Ldhb","ldhba"
"8869","Tlk2","tlk2"
"8870","Ddx3x","ddx3xb"
"8871","Klf12","klf12a"
"8872","Lrrc8a","lrrc8ab"
"8873","Lrrc8a","lrrc8aa"
"8874","Tg","tg"
"8875","Capn1","zgc:55262"
"8876","Acvrl1","acvrl1"
"8877","Elovl1","elovl1a"
"8878","Yeats2","yeats2"
"8879","Zmat1","zgc:114104"
"8880","Cd151","cd151"
"8881","Kctd12","kctd12.2"
"8882","Kctd12","kctd12.1"
"8883","Wscd2","wscd2"
"8884","Ankmy1","ankmy1"
"8885","Mid1ip1","mid1ip1a"
"8886","Dnajc19","dnajc19"
"8887","Tex11","tex11"
"8888","Rin3","rin3"
"8889","Fam89b","fam89b"
"8890","Ckb","ckba"
"8891","Ism1","ism1"
"8892","Lfng","lfng"
"8893","Hyal5","spam1"
"8894","Erlec1","erlec1"
"8895","Sema6b","sema6ba"
"8896","Usf3","usf3"
"8897","Gm7102","mplkip"
"8898","Opa1","opa1"
"8899","Rbm10","rbm10"
"8900","Pdlim1","pdlim1"
"8901","Kynu","kynu"
"8902","Serp1","zgc:92744"
"8903","Rpl7","rpl7"
"8904","Mrpl54","mrpl54"
"8905","Thoc6","thoc6"
"8906","Naa35","naa35"
"8907","Uba6","si:dkey-82j4.2"
"8908","Slc3a1","slc3a1"
"8909","Pifo","si:ch211-66i15.4"
"8910","Gstt1","gstr"
"8911","Hoxc13","hoxc13a"
"8912","Plxnb1","plxnb1a"
"8913","Mcm10","mcm10"
"8914","Hspd1","hspd1"
"8915","Flrt1","flrt1b"
"8916","Slc9a3","slc9a3.1"
"8917","Slc9a3","slc9a3.2"
"8918","Htr3a","htr3a"
"8919","Vwde","si:dkey-30e9.7"
"8920","Gfod1","si:ch211-276f18.2"
"8921","Poglut3","poglut3"
"8922","Sox21","sox21b"
"8923","Lgals7","lgals3b"
"8924","Lgals7","si:dkey-95h12.2"
"8925","Stk35","stk35l"
"8926","Ubtfl1","ubtf"
"8927","Epha6","epha6"
"8928","Stra6","stra6"
"8929","Pcolce2","pcolce2b"
"8930","Pcolce2","pcolce2a"
"8931","Cntln","cntln"
"8932","Shroom4","shroom4"
"8933","Ipo11","ipo11"
"8934","Shisa7","shisa7a"
"8935","Pdik1l","pdik1l"
"8936","Adgrg7","adgrg7.1"
"8937","Adgrg7","adgrg7.2"
"8938","Dipk2a","dipk2aa"
"8939","S1pr4","s1pr4"
"8940","Pou5f2","pou3f2a"
"8941","Scaf4","scaf4a"
"8942","Il2rb","csf2rb"
"8943","Adamts15","adamts15b"
"8944","Xndc1","zgc:110224"
"8945","Sspo","scospondin"
"8946","Frmd4b","frmd4bb"
"8947","Frmd4b","frmd4ba"
"8948","Ankrd33","ankrd33aa"
"8949","Ppara","pparaa"
"8950","Nfya","nfya"
"8951","Stmn1","stmn1b"
"8952","Stmn1","stmn1a"
"8953","Ptbp2","ptbp2b"
"8954","Npr2","npr1b"
"8955","Rlbp1","rlbp1b"
"8956","Lrrc42","lrrc42"
"8957","Zc3hc1","zc3hc1"
"8958","Mbtd1","mbtd1"
"8959","Pbld1","pbld"
"8960","Pbld1","pbld2"
"8961","C1qtnf4","c1qtnf4"
"8962","Capn5","capn5b"
"8963","Capn5","capn5a"
"8964","Kat7","kat7b"
"8965","Rpl37","rpl37"
"8966","Vps51","vps51"
"8967","Arhgef4","arhgef4"
"8968","Crim1","crim1"
"8969","Zfyve28","zfyve28"
"8970","Rassf5","si:dkey-85p17.3"
"8971","Fam20b","fam20b"
"8972","Sstr3","sstr5"
"8973","Tescl","tescb"
"8974","C2cd3","c2cd3"
"8975","Slc6a1","slc6a1b"
"8976","Ebpl","ebpl"
"8977","Arhgap15","arhgap15"
"8978","Rhbg","rhbg"
"8979","Vps28","vps28"
"8980","Chmp3","chmp3"
"8981","Wnt2","wnt2"
"8982","Postn","postnb"
"8983","Tiam2","tiam2a"
"8984","Exoc7","exoc7"
"8985","Sf3a3","sf3a3"
"8986","Farsa","farsa"
"8987","Phkg2","phkg2"
"8988","Gpsm2","gpsm2"
"8989","Atp6v1c2","atp6v1c2"
"8990","Grm1","grm1b"
"8991","Grm1","grm1a"
"8992","Coq4","coq4"
"8993","R3hcc1","r3hcc1"
"8994","Erbb4","erbb4a"
"8995","Erbb4","si:ch73-383l1.1"
"8996","Erbb4","erbb4b"
"8997","Sesn3","sesn3"
"8998","Pard6a","pard6a"
"8999","Atl1","atl1"
"9000","Ryr2","ryr2b"
"9001","Napa","napaa"
"9002","Napa","napab"
"9003","Vcp","vcp"
"9004","Lpxn","lpxn"
"9005","Tmem94","tmem94"
"9006","Ndufa5","ndufa5"
"9007","Chd9","chd9"
"9008","Cep57l1","cep57l1"
"9009","Crocc2","crocc2"
"9010","Cd48","si:dkey-11f4.14"
"9011","Fgfr1","fgfr1b"
"9012","Plod1","plod1a"
"9013","Adgb","adgb"
"9014","Memo1","memo1"
"9015","Nek11","nek11"
"9016","Rnpc3","rnpc3"
"9017","Maml1","maml1"
"9018","Tbcel","tbcelb"
"9019","Brinp2","brinp2"
"9020","Themis","themis"
"9021","Trabd","trabd"
"9022","Myg1","myg1"
"9023","St3gal3","st3gal3a"
"9024","Eif3f","eif3f"
"9025","B4gat1","b4gat1"
"9026","Rbfa","rbfa"
"9027","Tmem45a","tmem45a"
"9028","Cmah","cmah"
"9029","Rnf216","rnf216"
"9030","Tcf21","tcf21"
"9031","Lingo3","si:dkey-182i3.11"
"9032","Lingo3","lingo3a"
"9033","Lingo3","lrtm2b"
"9034","Lingo3","si:dkey-1j5.4"
"9035","Dnajc9","dnajc9"
"9036","Nmnat1","nmnat1"
"9037","Taf1a","taf1a"
"9038","Tmem51","tmem51a"
"9039","Rhog","rhoga"
"9040","Spopl","spoplb"
"9041","Spopl","spopla"
"9042","Fgf10","fgf10a"
"9043","Lct","lct"
"9044","Lct","si:dkey-79p17.3"
"9045","Rbm34","rbm34"
"9046","Mapk8ip1","mapk8ip1a"
"9047","Trim44","trim44"
"9048","Ace2","ace2"
"9049","Cenpl","cenpl"
"9050","Ifnar2","il10ra"
"9051","Ppp2r3c","ppp2r3c"
"9052","P4ha1","p4ha1b"
"9053","Glce","glceb"
"9054","Atg10","atg10"
"9055","Tsen2","tsen2"
"9056","Wnt4","wnt4"
"9057","Bcl2l11","bcl2l11"
"9058","Tlcd2","tlcd2"
"9059","Slc12a4","slc12a4"
"9060","Akap11","akap11"
"9061","Ptk2b","ptk2bb"
"9062","Gabra5","gabra5"
"9063","Ifi44l","si:dkeyp-75b4.9"
"9064","Ifi44l","si:ch211-197g15.10"
"9065","Ifi44l","si:ch211-197g15.6"
"9066","Ifi44l","si:ch211-197g15.8"
"9067","Ifi44l","si:ch211-197g15.7"
"9068","Ifi44l","si:ch211-208g24.8"
"9069","Rchy1","rchy1"
"9070","Elp6","elp6"
"9071","Sdr16c5","sdr16c5a"
"9072","Sdhd","sdhdb"
"9073","Slc29a3","slc29a3"
"9074","Rbis","si:ch211-282b22.1"
"9075","Fbxl2","fbxl2"
"9076","Uri1","uri1"
"9077","Mettl21a","mettl21a"
"9078","Ylpm1","ylpm1"
"9079","Lpar1","lpar1"
"9080","Sp6","sp6"
"9081","Eid3","nsmce4a"
"9082","Asf1b","asf1bb"
"9083","Mbl1","col7a1"
