"","MGI.symbol","Symbol"
"3454","Slc38a6","slc38a6"
"3455","Gigyf1","gigyf1b"
"3456","Fgf13","fgf13a"
"3457","Mycbp","mycbp"
"3458","Sft2d1","sft2d1"
"3459","Taf13","taf13"
"3460","Fgfr1","fgfr1a"
"3461","Fgfr1","fgfr1bl"
"3462","Rpl38","rpl38"
"3463","Ddx47","ddx47"
"3464","Dnajb7","dnajb1b"
"3465","Gsap","gsap"
"3466","Ddx59","ddx59"
"3467","Syt15","syt15"
"3468","Gtpbp1","gtpbp1l"
"3469","Brinp2","brinp3a.1"
"3470","Arap3","arap3"
"3471","Ppp3cc","ppp3ccb"
"3472","Necab2","necab2"
"3473","Taf4","taf4a"
"3474","Gjb6","cx30.3"
"3475","Fabp12","fabp11a"
"3476","Txndc12","txndc12"
"3477","Col14a1","col14a1a"
"3478","Bmpr1b","bmpr1ba"
"3479","Ampd2","ampd2b"
"3480","Acat2","acat2"
"3481","Gria1","gria1b"
"3482","C1qtnf5","c1qtnf5"
"3483","Dbnl","dbnla"
"3484","Cox16","cox16"
"3485","Acsl1","acsl1b"
"3486","Tmem104","tmem104"
"3487","Nmd3","nmd3"
"3488","Isoc1","isoc1"
"3489","Nanp","nanp"
"3490","Rtf2","rtf2"
"3491","Map3k14","map3k14a"
"3492","Nlgn1","nlgn1"
"3493","Rnf207","rnf207a"
"3494","Kif17","kif17"
"3495","Cfap97d2","si:dkey-83m22.7"
"3496","Slc43a2","slc43a2a"
"3497","Sox12","sox19b"
"3498","Sox12","sox19a"
"3499","Chrna5","chrna5"
"3500","Acot9","acot9.2"
"3501","Yipf4","yipf4"
"3502","Hmx1","hmx1"
"3503","Emc6","emc6"
"3504","Kcnc2","kcnc2"
"3505","Zbtb22","zbtb22b"
"3506","Txnip","txnipb"
"3507","Gosr2","gosr2"
"3508","Commd8","commd8"
"3509","Slc6a5","slc6a5"
"3510","Papss2","papss2b"
"3511","Rnf115","si:ch211-81a5.1"
"3512","Aqp12","aqp12"
"3513","Sptb","sptb"
"3514","Gng7","gng7"
"3515","Mettl1","mettl1"
"3516","Plekhg5","plekhg5a"
"3517","Il27ra","il2rga"
"3518","Il27ra","il2rgb"
"3519","Gpr183","gpr183b"
"3520","Rab3c","rab3c"
"3521","Adamts2","adamts2"
"3522","Fam111a","si:ch1073-475a24.1"
"3523","Terb2","terb2"
"3524","Ankrd53","si:ch211-1o7.2"
"3525","Ttll9","ttll9"
"3526","Dcxr","dcxr"
"3527","Lgi1","lgi1b"
"3528","Slc16a5","slc16a5a"
"3529","Gnl3","gnl3"
"3530","Rbm28","rbm28"
"3531","Cpz","cpz"
"3532","Fezf2","fezf2"
"3533","Atp6v1h","atp6v1h"
"3534","2310061I04Rik","si:ch211-215a10.4"
"3535","Bloc1s1","bloc1s1"
"3536","Ppm1f","ppm1f"
"3537","Tafa4","tafa4a"
"3538","Cct2","cct2"
"3539","Zbtb17","zbtb17"
"3540","Fasn","ccdc57"
"3541","Fasn","fasn"
"3542","Chek2","chek2"
"3543","Bscl2","bscl2l"
"3544","Mme","kel"
"3545","Fam169a","fam169ab"
"3546","Il20","il19l"
"3547","Cdh18","cdh18a"
"3548","Csrnp1","csrnp1a"
"3549","Ppfia3","ppfia3"
"3550","Dus2","dus2"
"3551","Gypc","gypc"
"3552","Grem2","grem2a"
"3553","Glrx5","glrx5"
"3554","Ap5s1","ap5s1"
"3555","Pde4b","pde4ba"
"3556","Tnfaip8l2","tnfaip8l2a"
"3557","Mtbp","mtbp"
"3558","Ifit1bl2","ifit12"
"3559","Ifit1bl2","ifit11"
"3560","Ifit1bl2","ifit10"
"3561","Tspan33","tspan33a"
"3562","Pacsin3","pacsin3"
"3563","AI597479","si:dkeyp-118h3.6"
"3564","Pfkm","pfkmb"
"3565","Slc22a28","slc22a4"
"3566","Slc22a28","si:dkey-166k12.1"
"3567","Il10rb","crfb4"
"3568","Eif1ax","eif1axb"
"3569","Fbxw13","si:dkey-202c14.3"
"3570","Peli1","peli1b"
"3571","Eral1","eral1"
"3572","Rbm12","rbm12"
"3573","Taco1","taco1"
"3574","Tmprss11a","st14a"
"3575","Timmdc1","timmdc1"
"3576","Lyrm9","lyrm9"
"3577","Cdc42ep4","cdc42ep4b"
"3578","Actr8","actr8"
"3579","Atg9b","atg9b"
"3580","Cadps","cadpsa"
"3581","Nutf2-ps1","nutf2"
"3582","Ppm1h","ppm1h"
"3583","Amy2a3","amy2a"
"3584","Mbl1","zmp:0000000729"
"3585","Fnbp1l","fnbp1l"
"3586","Fgf3","fgf3"
"3587","Gsr","gsr"
"3588","Adra2c","adra2c"
"3589","Npc2","zgc:193725"
"3590","Npc2","npc2"
"3591","Npdc1","npdc1b"
"3592","Usp43","usp43b"
"3593","Pygb","pygb"
"3594","Ap2b1","ap2b1"
"3595","Abcc5","abcc5"
"3596","Zfp780b","zgc:66472"
"3597","Spag6l","spag6"
"3598","Adm2","adm2a"
"3599","Zdhhc8","zdhhc8b"
"3600","Txndc16","txndc16"
"3601","Pank1","pank1b"
"3602","Gpx3","gpx1b"
"3603","Tfdp1","tfdp1a"
"3604","Tnpo2","tnpo2"
"3605","Cct3","cct3"
"3606","Epb41l5","epb41l5"
"3607","Edf1","edf1"
"3608","Ifi44l","si:dkey-193b15.5"
"3609","Ifi44l","zgc:153654"
"3610","Sec61a1","sec61a1l"
"3611","Sdr16c5","sdr16c5b"
"3612","Sdhd","sdhda"
"3613","Galnt16","galnt16"
"3614","Gemin6","gemin6"
"3615","Rab11fip5","rab11fip5a"
"3616","Atp10b","atp10b"
"3617","Klc4","klc4"
"3618","Tal1","tal1"
"3619","Net1","net1"
"3620","B3gnt3","b3gnt3.1"
"3621","B3gnt3","b3gnt3.2"
"3622","B3gnt3","b3gnt3.3"
"3623","B3gnt3","b3gnt3.4"
"3624","Cpsf6","cpsf6"
"3625","Lmna","lmna"
"3626","Cd93","cd248b"
"3627","Npff","npffl"
"3628","Farp2","farp2"
"3629","Apobec2","apobec2a"
"3630","Dok6","dok6"
"3631","Mier3","mier3b"
"3632","Tasor2","tasor2"
"3633","Vps35","vps35"
"3634","Aplp2","aplp2"
"3635","Sntg2","sntg2"
"3636","Ccne1","ccne1"
"3637","Las1l","las1l"
"3638","Asrgl1","asrgl1"
"3639","Map1s","map1sb"
"3640","Map1s","map1sa"
"3641","Pdlim5","pdlim5a"
"3642","Rgs5","rgs5a"
"3643","Nemp2","nemp2"
"3644","Psmd4","psmd4b"
"3645","Rgs7","rgs7a"
"3646","Qk","qki2"
"3647","Tmem109","si:dkey-9i23.15"
"3648","Rubcnl","rubcnl"
"3649","Dnajc27","dnajc27"
"3650","Lsm14a","lsm14ab"
"3651","Bag4","bag4"
"3652","Thoc2l","thoc2"
"3653","Ptk2","ptk2ab"
"3654","Desi1","desi1b"
"3655","Gmpr2","gmpr2"
"3656","Psmb4","psmb4"
"3657","S100a13","s100v2"
"3658","Fhl3","fhl3a"
"3659","Asb13","asb13a.1"
"3660","Asb13","asb13a.2"
"3661","Gabrr2","gabrr2b"
"3662","Ano6","ano6"
"3663","Fn1","fn1a"
"3664","Stambpl1","stambpl1"
"3665","Tmeff2","tmeff2a"
"3666","Il17f","il17a/f3"
"3667","Ndufs4","ndufs4"
"3668","Adrb2","adrb2a"
"3669","Flt4","flt4"
"3670","Jdp2","jdp2a"
"3671","Mapre3","mapre3a"
"3672","Mapre3","mapre3b"
"3673","Cxcl9","cxcl11.8"
"3674","Cxcl9","cxcl11.6"
"3675","Cxcl9","cxcl11.7"
"3676","Cxcl9","cxcl11.5"
"3677","Ube2j2","ube2j2"
"3678","Otol1","otol1a"
"3679","Rps18","rps18"
"3680","Sf3a1","sf3a1"
"3681","Slc23a2","slc23a2"
"3682","Btk","btk"
"3683","Prmt3","prmt3"
"3684","Cavin4","cavin4b"
"3685","Zc4h2","zc4h2"
"3686","Cfap58","cfap58"
"3687","R3hdml","r3hdml"
"3688","Fam131b","fam131bb"
"3689","Bhlhe41","bhlhe41"
"3690","Rnls","rnls"
"3691","Gnb3","gnb3b"
"3692","Dcst2","dcst2"
"3693","Ttc21b","ttc21b"
"3694","Lsm6","lsm6"
"3695","Pbdc1","pbdc1"
"3696","Hba-a2","zgc:163057"
"3697","Dalrd3","dalrd3"
"3698","1600014C10Rik","si:ch211-260e23.7"
"3699","1600014C10Rik","zgc:101715"
"3700","1600014C10Rik","si:ch211-260e23.8"
"3701","Ubac2","ubac2"
"3702","G3bp2","g3bp2"
"3703","Cyp2j11","cyp2aa12"
"3704","Cyp2j11","cyp2aa11"
"3705","Cyp2j11","cyp2aa8"
"3706","Cyp2j11","cyp2aa4"
"3707","Cyp2j11","cyp2aa7"
"3708","Pdcd1lg2","si:ch211-241b2.5"
"3709","Rassf3","rassf3"
"3710","Tnk2","tnk2a"
"3711","Mblac1","mblac1"
"3712","Cdca7l","cdca7b"
"3713","Cplx4","cplx4b"
"3714","Bclaf3","zgc:112982"
"3715","Fam221a","fam221a"
"3716","Wnt1","wnt1"
"3717","Clta","clta"
"3718","Scyl3","scyl3"
"3719","Gngt1","gngt1"
"3720","Ramp1","zgc:91818"
"3721","Baz1a","baz1a"
"3722","Ddost","ddost"
"3723","Grina","grinab"
"3724","Stxbp1","stxbp1b"
"3725","Gls","glsb"
"3726","Hnrnpa3","hnrnpa0b"
"3727","Hnrnpa3","hnrnpa0l"
"3728","Vamp4","vamp4"
"3729","Oplah","oplah"
"3730","Sele","selp"
"3731","St6galnac5","st6galnac5a"
"3732","Fam8a1","fam8a1a"
"3733","Car1","cahz"
"3734","Tex261","tex261"
"3735","Eef1e1","eef1e1"
"3736","Tnnc2","si:rp71-17i16.4"
"3737","Tnnc2","tnnc2"
"3738","Dapp1","dapp1"
"3739","Ypel5","ypel5"
"3740","Hmgcr","hmgcrb"
"3741","Scube2","scube2"
"3742","Zic3","zic3"
"3743","Wdr93","wdr93"
"3744","Plin1","plin1"
"3745","Atp6v0b","atp6v0b"
"3746","Myo15","myo15ab"
"3747","Sbk1","si:ch211-183d21.3"
"3748","Sars","sars1"
"3749","Cln6","cln6b"
"3750","Carhsp1","carhsp1"
"3751","Calhm1","calhm1"
"3752","Sema3f","sema3fb"
"3753","Irf8","irf8"
"3754","Ptgs2","ptgs2a"
"3755","Phf21a","phf21ab"
"3756","Phf21a","phf21aa"
"3757","Tecr","tecrb"
"3758","Anapc11","anapc11"
"3759","Fam110a","fam110a"
"3760","Alk","alk"
"3761","Mybph","mybphb"
"3762","Mybph","mybpha"
"3763","Afap1","afap1"
"3764","Fam102a","fam102aa"
"3765","Bsdc1","bsdc1"
"3766","Pex14","pex14"
"3767","Pnrc2","pnrc2"
"3768","Gars","gars1"
"3769","Casp7","casp7"
"3770","Ptk7","ptk7a"
"3771","Cep55","cep55l"
"3772","Efna3","efna3b"
"3773","Pip5k1b","pip5k1bb"
"3774","Slc41a2","slc41a2b"
"3775","Slc41a2","slc41a2a"
"3776","Sntb1","sntb1"
"3777","Lhx2","lhx2b"
"3778","Irf2bp1","irf2bp1"
"3779","Tenm4","tenm4"
"3780","Tmem151b","tmem151bb"
"3781","Actc1","zgc:86709"
"3782","Hccs","hccsb"
"3783","Ppargc1b","ppargc1b"
"3784","Il17d","il17d"
"3785","Creb5","creb5b"
"3786","Snapin","snapin"
"3787","Cfl2","cfl2"
"3788","Smurf2","smurf2"
"3789","Nalcn","nalcn"
"3790","Lats2","lats2"
"3791","Abcd3","abcd3a"
"3792","Copa","copa"
"3793","Slc25a26","slc25a26"
"3794","Atoh7","atoh7"
"3795","Calb1","calb1"
"3796","Bmi1","bmi1a"
"3797","Bmi1","bmi1b"
"3798","Ica1l","ical1"
"3799","Srp54a","srp54"
"3800","Chst7","chst7"
"3801","Cenpc1","si:ch211-161h7.4"
"3802","Ptpra","ptpra"
"3803","Hexb","hexb"
"3804","Ect2","ect2"
"3805","Rgs16","rgs8"
"3806","Abi3bp","abi3bpa"
"3807","Abi3bp","abi3bpb"
"3808","Serinc4","serinc4"
"3809","Tdh","tdh"
"3810","Dr1","dr1"
"3811","Cdk15","cdk15"
"3812","Ell3","si:ch211-13k12.2"
"3813","Enpp7","enpp7.1"
"3814","Enpp7","enpp7.2"
"3815","Pex19","pex19"
"3816","Sinhcaf","sinhcaf"
"3817","Rgs4","rgs4"
"3818","Pdzd3","pdzd3a"
"3819","Rnpep","rnpep"
"3820","Kif1c","kif1c"
"3821","Map3k2","map3k2"
"3822","Fam117b","fam117ba"
"3823","Cyp8b1","cyp8b1"
"3824","Cyp8b1","cyp8b2"
"3825","Cyp8b1","cyp8b3"
"3826","Tbc1d20","tbc1d20"
"3827","Ahdc1","ahdc1"
"3828","Gm572","si:ch211-129o18.4"
"3829","Otx2","otx2b"
"3830","Mymk","mymk"
"3831","Lgi3","lgi3"
"3832","Dnah7c","dnah7"
"3833","Pik3r4","pik3r4"
"3834","Fbxl22","fbxl22"
"3835","Cdh6","cdh6"
"3836","Otog","otog"
"3837","Penk","penkb"
"3838","Reg1","si:ch211-125e6.11"
"3839","Reg1","si:ch211-125e6.12"
"3840","Reg1","si:ch211-125e6.13"
"3841","Reg1","si:ch211-125e6.14"
"3842","Reg1","lectin"
"3843","Sox7","sox7"
"3844","Kctd9","kctd9a"
"3845","Ppp1r8","ppp1r8b"
"3846","Cdk5rap3","cdk5rap3"
"3847","Arhgap27","arhgap27"
"3848","Myo1b","myo1b"
"3849","Hebp2","hebp2"
"3850","Nos2","nos2b"
"3851","Btbd17","btbd17b"
"3852","Olfm5","si:ch211-194m7.8"
"3853","Olfm5","si:ch211-194m7.5"
"3854","Hsd17b10","hsd17b10"
"3855","Ccp110","si:ch73-100l22.3"
"3856","Tcf23","tcf23"
"3857","Exoc6","exoc6"
"3858","Efcab15","cabp2a"
"3859","C1qa","c1qa"
"3860","Sh3d19","sh3d19"
"3861","Elk4","elk4"
"3862","Prlr","prlrb"
"3863","Ttyh2","ttyh2"
"3864","Pdcd7","pdcd7"
"3865","Chfr","chfr"
"3866","Vps36","vps36"
"3867","Cep85","cep85"
"3868","Slc2a7","slc2a11b"
"3869","Slc2a7","slc2a15a"
"3870","Tfdp2","tfdp2"
"3871","Amd2","amd1"
"3872","Aldh16a1","aldh16a1"
"3873","Rnf41","rnf41"
"3874","Ywhag","ywhag1"
"3875","Tmem259","tmem259"
"3876","Mtmr9","mtmr9"
"3877","Csde1","si:dkeyp-121d4.3"
"3878","Wnt7b","wnt7bb"
"3879","Pfpl","mpeg1.3"
"3880","Pfpl","mpeg1.1"
"3881","Sec22c","sec22c"
"3882","Dnmt3c","dnmt3bb.1"
"3883","Fgd6","fgd6"
"3884","Olfml2b","olfml2ba"
"3885","Sftpb","sftpbb"
"3886","Otx1","otx1"
"3887","Mfsd9","mfsd9"
"3888","Ccdc117","si:ch211-102c2.7"
"3889","Plk2","plk2b"
"3890","Zbtb44","zbtb44"
"3891","Lypd8","si:dkey-102g19.3"
"3892","Timm17b","timm17b"
"3893","Endou","endou"
"3894","Cel","cel.2"
"3895","Cel","cel.1"
"3896","Tead3","tead3a"
"3897","Tead3","tead3b"
"3898","Dusp23","dusp23a"
"3899","H2ax","hist1h2a4"
"3900","Elovl4","elovl4b"
"3901","Ctcfl","si:dkey-89b17.4"
"3902","Lonp1","lonp1"
"3903","Naa30","naa30"
"3904","Foxn1","foxn1"
"3905","Zscan4-ps2","si:dkeyp-113d7.10"
"3906","Zfp160","znf576.1"
"3907","Rbp4","rbp4"
"3908","4833439L19Rik","zgc:123105"
"3909","Ndufa3","ndufa3"
"3910","Cdh13","cdh13"
"3911","Casp4","caspb"
"3912","Casp4","caspbl"
"3913","Wnt9b","wnt9b"
"3914","Zbtb45","si:dkeyp-84f3.5"
"3915","Dnajc10","dnajc10"
"3916","Chchd10","chchd10"
"3917","Rps8","rps8a"
"3918","Edc4","edc4"
"3919","Szrd1","szrd1"
"3920","Igf2bp2","igf2bp2b"
"3921","Mtap","mtap"
"3922","Ppcs","ppcs"
"3923","Plp2","plp2"
"3924","Rpl22","rpl22"
"3925","Elp3","elp3"
"3926","Uqcrq","uqcrq"
"3927","Gpx1","gpx9"
"3928","Hoxd12","hoxd12a"
"3929","Ppp2r5e","ppp2r5eb"
"3930","Tmem182","tmem182a"
"3931","Tmem182","tmem182b"
"3932","Bmyc","mycb"
"3933","Plekhf1","plekhf1"
"3934","Naxe","naxe"
"3935","Ing5","ing5a"
"3936","Sgms2","sgms2a"
"3937","St6galnac3","st6galnac3"
"3938","Dusp19","dusp19a"
"3939","Coq6","coq6"
"3940","Pfdn5","pfdn5"
"3941","Rbm24","rbm24b"
"3942","Rbm24","rbm24a"
"3943","Mrpl13","mrpl13"
"3944","Cebpz","cebpz"
"3945","Cebpz","si:ch1073-412h12.3"
"3946","Chrna7","chrna7"
"3947","Zfp324","si:dkey-208k4.2"
"3948","Ap4m1","ap4m1"
"3949","Crebzf","crebzf"
"3950","Fmod","fmoda"
"3951","Lsm11","lsm11"
"3952","Slc27a6","slc27a6"
"3953","Ovca2","ovca2"
"3954","Fgl2","fgl2a"
"3955","Zc3h12b","zc3h12b"
"3956","Chdh","chdh"
"3957","Plscr4","si:ch73-206p6.1"
"3958","Plscr4","si:dkey-62k3.6"
"3959","Plscr4","plscr3b"
"3960","Rictor","rictorb"
"3961","Ptgfrn","si:ch211-132g1.7"
"3962","Tmtc3","tmtc3"
"3963","Plekha3","plekha3"
"3964","Rnf113a2","rnf113a"
"3965","Fat1","fat1b"
"3966","Hmgcs1","hmgcs1"
"3967","Ppp1r16a","ppp1r16a"
"3968","Col7a1","si:dkey-21p1.3"
"3969","Mrpl1","mrpl1"
"3970","Neurod1","neurod1"
"3971","Prkar1b","prkar1b"
"3972","Panx1","panx1b"
"3973","Cnot9","cnot9"
"3974","Ulk4","ulk4"
"3975","Rell2","rell2"
"3976","Cope","cope"
"3977","Vipr1","vipr1b"
"3978","Stk25","stk25b"
"3979","Stk25","stk25a"
"3980","Rdh5","rdh5"
"3981","Bcs1l","bcs1l"
"3982","Snx18","snx18b"
"3983","Whrn","whrnb"
"3984","Yipf1","yipf1"
"3985","Abt1","abt1"
"3986","Camsap2","camsap2a"
"3987","Mrs2","mrs2"
"3988","Gorasp1","gorasp1a"
"3989","Exosc10","exosc10"
"3990","Prtg","prtga"
"3991","Snrnp200","snrnp200"
"3992","Dok4","dok4"
"3993","Smad3","smad3b"
"3994","Fam207a","fam207a"
"3995","2310022A10Rik","si:ch211-160d20.3"
"3996","Rps9","rps9"
"3997","Acot3","acot20"
"3998","Acot3","acot21"
"3999","Blk","lck"
"4000","Calhm3","calhm3"
"4001","Ppp2r1b","ppp2r1ba"
"4002","Cacna2d4","cacna2d4a"
"4003","Morf4l2","morf4l1"
"4004","Htr2a","htr2aa"
"4005","Aqp6","aqp8a.2"
"4006","Car15","car15"
"4007","Lum","lum"
"4008","Ash1l","ash1l"
"4009","Gpr25","gpr25"
"4010","Eif1ad","eif1ad"
"4011","Gpr176","gpr176"
"4012","Mfsd4b1","mfsd4b"
"4013","Psmd3","psmd3"
"4014","Spns1","spns1"
"4015","Dlgap1","dlgap1a"
"4016","Ciart","ciarta"
"4017","Cfap300","cfap300"
"4018","Stx8","stx8"
"4019","Kcnk15","kcnk15"
"4020","Gucy1b2","gucy1b2"
"4021","Zfp513","znf513a"
"4022","Prss51","f9a"
"4023","Mad1l1","mad1l1"
"4024","Cwc22","cwc22"
"4025","Timm8a2","timm8a"
"4026","Smpd5","smpd5"
"4027","Bcl9l","bcl9l"
"4028","Syt1","syt1b"
"4029","Cnn3","cnn3a"
"4030","Mbd3","mbd3a"
"4031","Nfkbiz","nfkbiz"
"4032","Ecpas","ecpas"
"4033","Selenoo","selenoo2"
"4034","Kif28","kif28"
"4035","Kif28","si:rp71-84d9.1"
"4036","Stambp","stambpa"
"4037","Cdon","cdon"
"4038","Prlh","prlh2"
"4039","Tcof1","si:ch73-308l14.2"
"4040","Soga3","soga3b"
"4041","Thy1","si:dkeyp-69c1.7"
"4042","Smim8","smim8"
"4043","Pias1","pias1b"
"4044","C1qtnf1","c1qtnf1"
"4045","Daxx","daxx"
"4046","Crot","crot"
"4047","Kpnb1","kpnb1"
"4048","Syngr3","syngr3b"
"4049","Cyp1b1","cyp1b1"
"4050","Tyrobp","tyrobp"
"4051","Mrpl24","mrpl24"
"4052","Rnft2","rnft2"
"4053","Atp7a","atp7a"
"4054","Tapt1","tapt1a"
"4055","Itprid2","itprid2"
"4056","Dhrs3","dhrs3a"
"4057","Cdh10","cdh10a"
"4058","Tmbim1","tmbim1a"
"4059","Foxc1","foxc1a"
"4060","Troap","si:ch211-156j22.4"
"4061","4930480E11Rik","zgc:158260"
"4062","Kcnk6","kcnk6"
"4063","Slc14a2","slc14a2"
"4064","Ssc5d","si:dkey-14d8.20"
"4065","Fancd2","fancd2"
"4066","Phrf1","phrf1"
"4067","Afdn","afdna"
"4068","Hes2","hes2.2"
"4069","Hes2","hes2.1"
"4070","Snap25","snap25b"
"4071","Snap25","snap25a"
"4072","Hoxd10","hoxd10a"
"4073","Lyzl1","lyz"
"4074","Itga2","itga2.1"
"4075","Itga2","itga2.3"
"4076","Itga2","itga2.2"
"4077","Trappc10","trappc10"
"4078","Mgst1","mgst1.2"
"4079","Mgst1","mgst1.1"
"4080","Agrp","agrp"
"4081","P4ha3","p4ha3"
"4082","Esd","esd"
"4083","Psmc3ip","psmc3ip"
"4084","Phldb2","phldb2a"
"4085","Hoxd11","hoxd11a"
"4086","Efcc1","eef1da"
"4087","Cyct","cycsb"
"4088","Xdh","xdh"
"4089","Hpcal4","hpcal4"
"4090","Cyb5r2","cyb5r2"
"4091","Pkn1","pkn1a"
"4092","Patj","patj"
"4093","Crhr1","crhr1"
"4094","Tmem144","tmem144a"
"4095","Ccn5","ccn5"
"4096","Myl12b","myl12.2"
"4097","Ptpn4","ptpn4a"
"4098","Gnai3","gnai3"
"4099","Rock2","rock2bl"
"4100","Rock2","rock2b"
"4101","Rock2","si:dkey-65b13.9"
"4102","Thoc7","thoc7"
"4103","Pltp","pltp"
"4104","Pitrm1","pitrm1"
"4105","Mfrp","mfrp"
"4106","Abl2","abl2"
"4107","Idh3b","idh3b"
"4108","Nkpd1","nkpd1"
"4109","Ddx19b","zgc:193690"
"4110","Cdk18","si:dkey-166c18.1"
"4111","Rbms3","rbms3"
"4112","Gmeb2","si:ch73-302a13.2"
"4113","Ugdh","ugdh"
"4114","Tmem214","tmem214"
"4115","Msn","msna"
"4116","F2rl1","f2rl1.2"
"4117","F2rl1","f2rl1.1"
"4118","Tgm2","tgm2b"
"4119","Pphln1","pphln1"
"4120","Chst11","chst11"
"4121","Zyg11a","si:ch1073-82l19.1"
"4122","Aqp7","aqp7"
"4123","Fbp2","fbp2"
"4124","Wrn","wrn"
"4125","Fgf15","fgf19"
"4126","Trim3","trim3a"
"4127","Fzd7","fzd7b"
"4128","Nlk","nlk2"
"4129","Aagab","aagab"
"4130","Ldb2","ldb2a"
"4131","Smad6","smad6b"
"4132","Hexdc","hexdc"
"4133","Apex1","apex1"
"4134","Kcnt1","kcnt1"
"4135","Plp1","plp1b"
"4136","Ngf","ngfa"
"4137","Hif1a","hif1aa"
"4138","Paqr6","paqr6"
"4139","Sf3a2","sf3a2"
"4140","Ubr7","ubr7"
"4141","Col1a1","col1a1b"
"4142","Pskh1","pskh1"
"4143","Gm10184","kpna2"
"4144","Lrrc71","si:ch211-81a5.5"
"4145","Atl2","atl2"
"4146","Trafd1","trafd1"
"4147","Plin4","zgc:77486"
"4148","Phip","phip"
"4149","2900026A02Rik","si:ch73-138n13.1"
"4150","Cpb1","cpb1"
"4151","Prom1","prom1a"
"4152","Fbxo15","zgc:161973"
"4153","Fam222b","fam222ba"
"4154","Lonrf1","lonrf1l"
"4155","Adprm","adprm"
"4156","Pla2g4a","pla2g4aa"
"4157","Klhl40","klhl40b"
"4158","Elfn1","elfn1b"
"4159","Chd2","chd2"
"4160","Fa2h","fa2h"
"4161","Sh3glb2","sh3glb2b"
"4162","Sh3glb2","sh3glb2a"
"4163","Gas2","gas2b"
"4164","Usp11","usp11"
"4165","Pkn3","prkcg"
"4166","Dapk1","dapk1"
"4167","Fgfr2","fgfr2"
"4168","Prr15","prr15lb"
"4169","Tbcc","tbcc"
"4170","Kcnab1","kcnab1b"
"4171","Gtse1","gtse1"
"4172","Slc7a8","slc7a8a"
"4173","Rprd2","rprd2a"
"4174","Col8a2","col8a2"
"4175","Tax1bp1","tax1bp1b"
"4176","Afg1l","afg1la"
"4177","Slc39a10","slc39a10"
"4178","Tor1b","tor1"
"4179","Vegfc","vegfc"
"4180","Acbd3","acbd3"
"4181","Acbd3","zgc:162964"
"4182","Zfp318","znf318"
"4183","Snapc5","snapc5"
"4184","Gpt2","gpt2"
"4185","Slc1a1","slc1a1"
"4186","Borcs6","si:dkey-72l14.4"
"4187","Gatb","gatb"
"4188","Rps6kc1","rps6kc1"
"4189","D3Ertd751e","zgc:77739"
"4190","Rxfp2","rxfp2a"
"4191","Cck","ccka"
"4192","Zbtb3","zbtb3"
"4193","Gpr45","si:dkeyp-118h3.5"
"4194","Eps8l2","eps8b"
"4195","Ssx2ip","ssx2ipb"
"4196","Dmtn","dmtn"
"4197","Dgcr6","dgcr6"
"4198","Mtmr10","mtmr10"
"4199","Aspg","si:dkey-9i23.14"
"4200","Lats1","lats1"
"4201","Atpaf1","atpaf1"
"4202","Efhb","efhb"
"4203","Tra2a","tra2a"
"4204","Bcl2","bcl2a"
"4205","Bcl2","bcl2b"
"4206","Hoxb4","hoxb4a"
"4207","Selenok","selenok"
"4208","Birc6","birc6"
"4209","Olfr684","adra2db"
"4210","Fbxl21","fbxl3l"
"4211","Gipc2","gipc2"
"4212","Tmem129","tmem129"
"4213","Scp2","scp2b"
"4214","Zfp619","znf1158"
"4215","Pdha2","pdha1b"
"4216","Wfdc1","wfdc1"
"4217","Gng12","si:dkey-44g17.6"
"4218","Zfp367","znf367"
"4219","Cldn7","cldn7b"
"4220","Usp3","usp3"
"4221","Ppm1j","ppm1nb"
"4222","Nav2","nav2a"
"4223","Hoxa11","hoxa11b"
"4224","Gtsf1l","zgc:56699"
"4225","Htatip2","htatip2"
"4226","B3gat2","b3gat2"
"4227","Grin1","grin1a"
"4228","Sf3b4","sf3b4"
"4229","Fam161b","fam161b"
"4230","Gns","gnsa"
"4231","Tspan1","tspan1"
"4232","Sec14l4","sec14l8"
"4233","Mthfsd","mthfsd"
"4234","Tmem82","tmem82"
"4235","Shh","shha"
"4236","Nyx","nyx"
"4237","Ctsd","ctsd"
"4238","Ccdc146","ccdc146"
"4239","Mmp15","mmp15a"
"4240","Pcnx","pcnx1"
"4241","Sacm1l","sacm1lb"
"4242","Secisbp2","secisbp2"
"4243","Ank1","ank1a"
"4244","Kcnh3","cngk"
"4245","Kcnh3","kcnh6b"
"4246","Lnpk","lnpk"
"4247","Pomc","pomca"
"4248","Pomc","pomcb"
"4249","Tpsab1","zgc:123295"
"4250","Tpsab1","zgc:112038"
"4251","Tpsab1","zgc:153968"
"4252","Fam171a2","fam171a2a"
"4253","Ccser1","ccser1"
"4254","Ecrg4","ecrg4a"
"4255","Wnt10b","wnt10b"
"4256","Tjp1","tjp1b"
"4257","Tjp1","tjp1a"
"4258","Dffa","dffa"
"4259","Dpm2","dpm2"
"4260","BC034090","si:dkey-121a11.3"
"4261","Plce1","plce1"
"4262","Prcc","prcc"
"4263","Prdm2","prdm2b"
"4264","Nkain4","nkain4"
"4265","Acbd7","acbd7"
"4266","Ahsa1","ahsa1a"
"4267","Sod2","sod2"
"4268","Pias4","pias4b"
"4269","Pias4","pias4a"
"4270","Bcl9","bcl9"
"4271","Slc30a9","slc30a9"
"4272","Serpinb8","serpinb1l3"
